,cuid,name,curr_plans,talktime,data,sms,Broadband,speed,plan_satisfaction,date_of_pur,ph_no,email_Id,income,door_no,street,city,zipcode,state,area,contact_preference
1347,979303,,499,,8,,0,0,4,2011-07-10 08:55:23,9859936549,,15.0,,,,,,,Email
1348,959020,,999,,15,,90,50,10,2000-12-16 21:53:48,3655995767,,4.6,,,,,,,call
1349,611742,,299,,5,,0,0,7,2006-03-03 12:31:11,3576939977,,15.0,,,,,,,call
1350,793890,,199,,3,,0,0,2,2020-02-22 20:05:59,4843589335,,10.0,,,,,,,Email
1351,516061,,299,,5,,0,0,1,2020-07-23 05:55:51,5339555834,,10.0,,,,,,,Email
1352,115456,,199,,3,,0,0,6,2021-12-08 09:44:43,3393488845,,3.5,,,,,,,call
1353,825629,,999,,15,,90,50,5,2012-10-19 08:43:22,5638449354,,3.5,,,,,,,WhatsApp
1354,843600,,299,,5,,0,0,1,2000-03-15 22:36:53,5476389477,,0.0,,,,,,,call
1355,725606,,1299,,20,,150,100,7,2020-01-14 09:27:58,9454443999,,0.0,,,,,,,WhatsApp
1356,836922,,499,,8,,0,0,4,2007-06-27 19:41:38,4679677889,,10.0,,,,,,,WhatsApp
1357,395202,,999,,15,,90,50,2,2018-06-02 17:46:31,7488667489,,4.6,,,,,,,Email
1358,436071,,1499,,27,,250,150,5,2007-09-27 07:47:27,5646898437,,3.5,,,,,,,call
1359,763181,,1299,,20,,150,100,9,2015-01-29 15:08:38,3398594668,,10.0,,,,,,,Email
1360,335915,,299,,5,,0,0,6,2020-10-26 04:01:49,8353357895,,5.5,,,,,,,Email
1361,484530,,1499,,27,,250,150,9,2002-11-06 05:07:30,9776948443,,0.0,,,,,,,call
1362,835571,,1499,,27,,250,150,1,2006-11-18 19:29:48,9594888766,,10.0,,,,,,,WhatsApp
1363,132364,,199,,3,,0,0,8,2012-07-18 22:22:36,4447487847,,10.0,,,,,,,WhatsApp
1364,885165,,299,,5,,0,0,3,2011-07-01 13:12:09,3465573939,,15.0,,,,,,,Email
1365,576192,,199,,3,,0,0,4,2008-07-19 13:27:50,8435894864,,21.0,,,,,,,call
1366,560686,,1499,,27,,250,150,3,2007-10-30 01:24:12,6596648973,,10.0,,,,,,,WhatsApp
1367,949115,,999,,15,,90,50,4,2001-05-29 12:10:17,3878634833,,21.0,,,,,,,WhatsApp
1368,554801,,299,,5,,0,0,1,2020-01-11 10:01:31,7387449539,,15.0,,,,,,,Email
1369,883574,,1299,,20,,150,100,6,2007-06-11 03:20:30,4887493958,,7.5,,,,,,,call
1370,899260,,1299,,20,,150,100,5,2009-09-16 04:57:43,9459866794,,5.5,,,,,,,call
1371,415269,,199,,3,,0,0,9,2000-09-17 20:38:52,4466874458,,10.0,,,,,,,WhatsApp
1372,438559,,1299,,20,,150,100,9,2005-04-03 14:40:19,4993597743,,4.6,,,,,,,Email
1373,477610,,1499,,27,,250,150,2,2010-11-02 23:55:24,7585577969,,21.0,,,,,,,Email
1374,363426,,999,,15,,90,50,9,2017-07-11 15:40:01,3675548844,,0.0,,,,,,,Email
1375,976017,,699,,12,,50,30,8,2019-03-20 11:16:08,6833939569,,7.5,,,,,,,Email
1376,681975,,999,,15,,90,50,3,2008-10-03 02:43:33,7765868548,,10.0,,,,,,,call
1377,601481,,699,,12,,50,30,6,2016-03-14 00:06:14,9883334886,,0.0,,,,,,,Email
1378,409363,,699,,12,,50,30,5,2015-02-20 00:18:10,5843953488,,3.5,,,,,,,Email
1379,931914,,299,,5,,0,0,3,2010-03-23 23:31:14,8585743866,,15.0,,,,,,,Email
1380,824890,,1499,,27,,250,150,7,2004-07-02 15:06:58,5499839893,,3.5,,,,,,,WhatsApp
1381,793065,,1299,,20,,150,100,9,2009-11-23 01:43:04,8376847868,,15.0,,,,,,,WhatsApp
1382,526204,,699,,12,,50,30,9,2017-07-21 00:41:04,5898659768,,15.0,,,,,,,Email
1383,500295,,1499,,27,,250,150,9,2017-06-21 02:43:41,4637837565,,15.0,,,,,,,Email
1384,302904,,1499,,27,,250,150,4,2009-03-05 01:25:07,7355377486,,3.5,,,,,,,WhatsApp
1385,292717,,1299,,20,,150,100,5,2012-09-24 15:10:42,4576649688,,5.5,,,,,,,WhatsApp
1386,736406,,499,,8,,0,0,5,2010-12-26 10:29:00,4655395768,,0.0,,,,,,,WhatsApp
1387,458828,,499,,8,,0,0,1,2006-08-14 11:15:36,8757437777,,10.0,,,,,,,Email
1388,634095,,199,,3,,0,0,5,2017-06-11 12:04:28,9955945597,,7.5,,,,,,,Email
1389,977590,,999,,15,,90,50,6,2011-03-02 19:13:57,9639544765,,21.0,,,,,,,Email
1390,445046,,199,,3,,0,0,8,2019-10-21 11:23:11,4974665736,,4.6,,,,,,,call
1391,181427,,1499,,27,,250,150,7,2006-01-26 23:27:42,7646574778,,10.0,,,,,,,Email
1392,137432,,699,,12,,50,30,8,2008-04-14 22:21:27,9646855653,,10.0,,,,,,,Email
1393,308059,,499,,8,,0,0,9,2002-09-22 10:10:41,9675697868,,0.0,,,,,,,call
1394,534560,,499,,8,,0,0,5,2002-06-23 08:57:25,6564787696,,0.0,,,,,,,WhatsApp
1395,599666,,1499,,27,,250,150,9,2016-08-12 20:30:37,5859678875,,3.5,,,,,,,Email
1396,853270,,1499,,27,,250,150,8,2017-08-13 23:41:21,5576745633,,4.6,,,,,,,Email
1397,576128,,1499,,27,,250,150,9,2004-09-21 12:26:30,8764644933,,0.0,,,,,,,call
1398,332470,,1499,,27,,250,150,9,2008-07-21 05:58:28,9996338763,,10.0,,,,,,,WhatsApp
1399,422058,,1499,,27,,250,150,10,2007-05-28 20:36:50,3646533696,,10.0,,,,,,,Email
1400,207306,,499,,8,,0,0,2,2001-08-19 09:11:34,6948945484,,0.0,,,,,,,Email
1401,610213,,299,,5,,0,0,1,2021-05-30 20:38:59,7499988666,,10.0,,,,,,,WhatsApp
1402,855556,,699,,12,,50,30,5,2000-06-15 00:08:30,4646556777,,5.5,,,,,,,WhatsApp
1403,397475,,999,,15,,90,50,8,2005-05-07 12:00:29,6944699748,,5.5,,,,,,,WhatsApp
1404,114909,,999,,15,,90,50,7,2005-01-26 04:37:41,8674967784,,0.0,,,,,,,call
1405,224348,,1299,,20,,150,100,2,2005-06-02 15:55:43,8957447876,,21.0,,,,,,,call
1406,996431,,299,,5,,0,0,10,2020-04-11 01:07:26,9979654474,,15.0,,,,,,,Email
1407,416934,,1499,,27,,250,150,5,2007-02-24 01:03:09,6449374433,,10.0,,,,,,,Email
1408,142855,,999,,15,,90,50,4,2003-08-15 05:36:59,3574684673,,15.0,,,,,,,call
1409,637377,,1299,,20,,150,100,4,2018-01-15 01:37:57,3484949693,,10.0,,,,,,,Email
1410,927632,,499,,8,,0,0,2,2015-11-04 15:47:58,6496655884,,5.5,,,,,,,call
1411,818995,,299,,5,,0,0,6,2014-08-17 02:00:42,5733546946,,10.0,,,,,,,call
1412,559700,,699,,12,,50,30,10,2009-01-28 14:01:42,8593747588,,4.6,,,,,,,call
1413,586842,,299,,5,,0,0,1,2001-08-16 18:45:46,3597668899,,0.0,,,,,,,Email
1414,980821,,999,,15,,90,50,5,2003-03-20 14:50:52,9499558685,,10.0,,,,,,,call
1415,463325,,699,,12,,50,30,1,2009-04-12 05:14:47,9465784767,,7.5,,,,,,,WhatsApp
1416,415744,,499,,8,,0,0,8,2009-08-03 12:25:36,7775774677,,21.0,,,,,,,call
1417,855346,,299,,5,,0,0,10,2002-04-25 19:26:17,9877483443,,5.5,,,,,,,Email
1418,613562,,999,,15,,90,50,9,2013-05-17 13:30:45,5686634667,,10.0,,,,,,,Email
1419,990864,,1299,,20,,150,100,10,2006-08-14 13:39:53,4856687564,,21.0,,,,,,,WhatsApp
1420,841534,,299,,5,,0,0,5,2012-06-04 07:38:55,7976335489,,4.6,,,,,,,call
1421,644636,,1499,,27,,250,150,2,2009-12-26 01:21:43,5668663895,,10.0,,,,,,,Email
1422,274849,,699,,12,,50,30,4,2021-06-28 20:09:46,7678338859,,5.5,,,,,,,call
1423,449201,,699,,12,,50,30,10,2000-03-31 18:31:18,3333539395,,10.0,,,,,,,Email
1424,491835,,499,,8,,0,0,5,2018-08-15 08:47:27,5953368479,,7.5,,,,,,,WhatsApp
1425,415397,,1499,,27,,250,150,10,2000-11-25 08:51:03,6948988594,,7.5,,,,,,,call
1426,603020,,299,,5,,0,0,10,2016-12-17 14:02:56,8576874547,,15.0,,,,,,,call
1427,739435,,299,,5,,0,0,1,2001-06-01 02:11:49,4996784736,,0.0,,,,,,,call
1428,609410,,199,,3,,0,0,2,2006-09-05 20:26:16,3533398677,,4.6,,,,,,,Email
1429,191498,,199,,3,,0,0,2,2007-09-03 02:48:46,6883768734,,5.5,,,,,,,WhatsApp
1430,923839,,699,,12,,50,30,5,2013-12-09 16:47:22,6865956586,,15.0,,,,,,,Email
1431,938676,,299,,5,,0,0,8,2002-01-26 12:34:07,9687855443,,21.0,,,,,,,call
1432,957519,,199,,3,,0,0,9,2020-05-25 13:00:42,4763369553,,5.5,,,,,,,call
1433,985911,,699,,12,,50,30,10,2017-07-23 18:48:43,9444539475,,10.0,,,,,,,WhatsApp
1434,657465,,199,,3,,0,0,10,2005-04-09 05:14:51,6657843785,,15.0,,,,,,,Email
1435,533732,,999,,15,,90,50,9,2009-02-01 13:36:32,6883485853,,4.6,,,,,,,Email
1436,572096,,699,,12,,50,30,6,2004-09-09 20:54:58,6875683563,,15.0,,,,,,,call
1437,422720,,199,,3,,0,0,2,2009-04-03 10:20:17,5787873778,,3.5,,,,,,,WhatsApp
1438,761629,,199,,3,,0,0,5,2000-05-10 04:29:26,9838958386,,4.6,,,,,,,Email
1439,159744,,299,,5,,0,0,7,2009-02-13 14:07:26,5487749967,,5.5,,,,,,,call
1440,836805,,499,,8,,0,0,4,2003-10-04 05:34:59,4576499563,,3.5,,,,,,,call
1441,379071,,299,,5,,0,0,2,2016-07-14 01:33:14,6976483563,,7.5,,,,,,,call
1442,717951,,699,,12,,50,30,9,2008-02-27 18:28:41,8448397493,,0.0,,,,,,,call
1443,774547,,299,,5,,0,0,4,2020-05-06 16:01:49,7555694657,,4.6,,,,,,,call
1444,848646,,299,,5,,0,0,5,2002-11-28 11:02:46,9954978656,,10.0,,,,,,,Email
1445,823096,,1299,,20,,150,100,5,2021-11-01 22:01:57,9376468438,,21.0,,,,,,,call
1446,596536,,1499,,27,,250,150,7,2019-05-25 19:11:39,7973485636,,5.5,,,,,,,Email
1447,489294,,1499,,27,,250,150,9,2007-06-23 13:02:15,4484876959,,15.0,,,,,,,call
1448,981488,,1499,,27,,250,150,10,2016-02-20 17:24:48,8849386693,,7.5,,,,,,,Email
1449,799452,,199,,3,,0,0,9,2006-04-13 02:19:42,8654835959,,21.0,,,,,,,call
1450,727241,,1299,,20,,150,100,8,2019-11-03 00:10:54,7675657563,,4.6,,,,,,,Email
1451,749601,,1499,,27,,250,150,8,2016-01-09 13:47:05,4545733573,,15.0,,,,,,,WhatsApp
1452,855493,,1299,,20,,150,100,10,2007-07-12 21:32:39,7759576449,,15.0,,,,,,,Email
1453,839891,,699,,12,,50,30,6,2009-08-03 01:47:52,4859573353,,10.0,,,,,,,WhatsApp
1454,372221,,1299,,20,,150,100,10,2001-12-14 01:48:35,3647435596,,21.0,,,,,,,call
1455,913713,,499,,8,,0,0,8,2020-10-26 15:55:00,8974499774,,7.5,,,,,,,WhatsApp
1456,559851,,299,,5,,0,0,6,2003-11-24 08:04:21,7745784698,,10.0,,,,,,,WhatsApp
1457,925758,,1499,,27,,250,150,10,2015-03-27 05:41:25,7836357673,,10.0,,,,,,,call
1458,555529,,1299,,20,,150,100,6,2015-04-01 03:09:25,6394674783,,15.0,,,,,,,call
1459,399264,,199,,3,,0,0,2,2016-12-11 16:58:41,4994554388,,10.0,,,,,,,Email
1460,849973,,499,,8,,0,0,9,2001-12-25 23:39:03,4366767875,,21.0,,,,,,,Email
1461,781782,,1299,,20,,150,100,2,2017-09-25 05:08:15,3747589883,,21.0,,,,,,,WhatsApp
1462,466227,,299,,5,,0,0,10,2009-03-13 17:08:01,6974633945,,15.0,,,,,,,Email
1463,385945,,499,,8,,0,0,4,2000-01-04 11:06:04,7568798997,,5.5,,,,,,,call
1464,632905,,1299,,20,,150,100,6,2002-01-01 11:53:16,9599665656,,21.0,,,,,,,call
1465,981223,,999,,15,,90,50,10,2014-08-18 04:24:50,9397836597,,3.5,,,,,,,Email
1466,200298,,1299,,20,,150,100,5,2009-04-01 01:13:56,6489798598,,10.0,,,,,,,call
1467,452091,,499,,8,,0,0,6,2009-08-18 19:34:43,4574694859,,21.0,,,,,,,WhatsApp
1468,606105,,299,,5,,0,0,7,2007-11-21 01:14:47,8964683845,,7.5,,,,,,,call
1469,986906,,1499,,27,,250,150,8,2014-02-27 01:47:45,3858768757,,7.5,,,,,,,Email
1470,347156,,499,,8,,0,0,1,2021-05-07 11:11:10,7944495498,,15.0,,,,,,,Email
1471,240166,,1299,,20,,150,100,10,2002-09-25 05:00:29,9833958688,,10.0,,,,,,,WhatsApp
1472,910626,,1499,,27,,250,150,2,2020-04-06 08:56:40,8393937735,,0.0,,,,,,,call
1473,771160,,699,,12,,50,30,7,2002-04-03 09:47:08,4859989749,,4.6,,,,,,,Email
1474,684766,,1499,,27,,250,150,3,2001-10-17 00:22:28,8686594848,,0.0,,,,,,,WhatsApp
1475,140268,,1299,,20,,150,100,6,2008-11-17 10:47:33,7978565839,,5.5,,,,,,,WhatsApp
1476,867200,,1499,,27,,250,150,5,2008-08-12 04:29:53,4874855657,,4.6,,,,,,,WhatsApp
1477,512385,,1499,,27,,250,150,5,2007-02-14 22:15:10,7364966859,,10.0,,,,,,,Email
1478,813795,,199,,3,,0,0,7,2010-04-02 00:32:06,8669733897,,21.0,,,,,,,call
1479,889022,,499,,8,,0,0,5,2006-04-15 02:12:00,9954779795,,7.5,,,,,,,call
1480,739035,,499,,8,,0,0,1,2006-08-02 03:28:24,8764955943,,3.5,,,,,,,WhatsApp
1481,322518,,499,,8,,0,0,9,2008-11-11 17:59:28,7469966693,,15.0,,,,,,,Email
1482,144983,,699,,12,,50,30,9,2015-10-26 22:08:07,5965843349,,21.0,,,,,,,WhatsApp
1483,825728,,1299,,20,,150,100,4,2001-02-19 17:21:47,7837734733,,3.5,,,,,,,call
1484,864478,,699,,12,,50,30,3,2002-02-22 18:42:41,3893534886,,7.5,,,,,,,call
1485,889606,,699,,12,,50,30,1,2014-03-04 07:05:32,4354758359,,5.5,,,,,,,WhatsApp
1486,916497,,299,,5,,0,0,7,2001-06-25 16:07:35,7363855836,,10.0,,,,,,,call
1487,600386,,999,,15,,90,50,9,2002-05-28 05:14:55,5498993599,,7.5,,,,,,,Email
1488,418750,,699,,12,,50,30,2,2006-02-26 11:45:18,6938966986,,21.0,,,,,,,call
1489,364781,,299,,5,,0,0,6,2017-03-13 12:12:52,6476445438,,7.5,,,,,,,call
1490,710574,,299,,5,,0,0,10,2001-04-17 14:52:47,3736754498,,7.5,,,,,,,call
1491,328692,,299,,5,,0,0,5,2014-05-27 08:32:31,6988563839,,7.5,,,,,,,WhatsApp
1492,213591,,199,,3,,0,0,10,2014-05-24 23:16:40,6545389357,,15.0,,,,,,,call
1493,819698,,1499,,27,,250,150,7,2016-06-20 01:14:35,9543738787,,21.0,,,,,,,Email
1494,735245,,1499,,27,,250,150,4,2003-05-12 05:23:45,5545399573,,10.0,,,,,,,call
1495,403904,,1499,,27,,250,150,2,2021-08-24 11:00:35,3757488763,,21.0,,,,,,,Email
1496,493372,,499,,8,,0,0,7,2009-04-10 22:39:08,7896483375,,0.0,,,,,,,WhatsApp
1497,468654,,1499,,27,,250,150,1,2003-03-26 00:39:02,8379976393,,10.0,,,,,,,call
1498,801711,,299,,5,,0,0,6,2003-05-04 15:45:19,5478864873,,4.6,,,,,,,WhatsApp
1499,568036,,299,,5,,0,0,6,2006-11-13 04:43:17,3769483585,,21.0,,,,,,,WhatsApp
1500,665167,,699,,12,,50,30,7,2008-12-31 20:34:38,6363438957,,4.6,,,,,,,Email
1501,173496,,1499,,27,,250,150,1,2020-02-29 01:50:24,5757396578,,3.5,,,,,,,Email
1502,150091,,499,,8,,0,0,10,2002-12-14 16:24:24,8874787489,,21.0,,,,,,,WhatsApp
1503,851848,,699,,12,,50,30,4,2002-06-15 06:44:21,9895865568,,15.0,,,,,,,WhatsApp
1504,761533,,699,,12,,50,30,7,2009-02-25 06:25:02,9698454347,,10.0,,,,,,,WhatsApp
1505,845185,,999,,15,,90,50,9,2005-03-15 06:00:20,8969599944,,15.0,,,,,,,call
1506,959793,,1299,,20,,150,100,7,2014-10-29 20:43:22,7339469757,,21.0,,,,,,,WhatsApp
1507,195651,,299,,5,,0,0,6,2000-05-12 02:54:01,7477755699,,15.0,,,,,,,WhatsApp
1508,149058,,999,,15,,90,50,2,2004-06-06 01:32:59,3474383557,,4.6,,,,,,,call
1509,460941,,199,,3,,0,0,9,2005-02-04 03:54:59,5849984656,,15.0,,,,,,,call
1510,150591,,299,,5,,0,0,9,2016-07-03 13:17:40,7995869675,,3.5,,,,,,,Email
1511,950691,,699,,12,,50,30,3,2002-10-30 18:59:57,3893457547,,3.5,,,,,,,Email
1512,272479,,1499,,27,,250,150,5,2018-06-28 20:40:50,3938345744,,15.0,,,,,,,WhatsApp
1513,593331,,199,,3,,0,0,10,2017-08-17 11:02:40,8986878946,,5.5,,,,,,,WhatsApp
1514,392977,,699,,12,,50,30,10,2013-07-05 09:02:25,9973336397,,10.0,,,,,,,Email
1515,882331,,1499,,27,,250,150,3,2014-08-04 08:58:14,4865874888,,15.0,,,,,,,WhatsApp
1516,425227,,299,,5,,0,0,6,2010-03-10 05:59:25,8785984586,,5.5,,,,,,,call
1517,325856,,1299,,20,,150,100,9,2013-08-20 10:16:19,3635993988,,10.0,,,,,,,Email
1518,139028,,199,,3,,0,0,9,2003-08-02 09:57:28,6776683883,,15.0,,,,,,,WhatsApp
1519,968476,,699,,12,,50,30,10,2011-06-13 03:25:01,3973994775,,3.5,,,,,,,call
1520,920226,,1499,,27,,250,150,6,2012-05-28 07:19:43,7689753687,,7.5,,,,,,,Email
1521,685014,,699,,12,,50,30,2,2018-10-04 21:39:10,7699396785,,5.5,,,,,,,call
1522,329405,,199,,3,,0,0,1,2010-01-02 03:54:50,6344983763,,4.6,,,,,,,Email
1523,218304,,1299,,20,,150,100,9,2004-08-03 20:00:35,7347478999,,7.5,,,,,,,WhatsApp
1524,676871,,299,,5,,0,0,7,2011-08-13 12:29:06,7564484394,,5.5,,,,,,,call
1525,802582,,1499,,27,,250,150,2,2017-12-31 03:03:39,5798389659,,21.0,,,,,,,Email
1526,651324,,1499,,27,,250,150,6,2019-04-12 11:08:33,5437367965,,7.5,,,,,,,Email
1527,806290,,999,,15,,90,50,9,2019-01-17 00:27:55,3783869878,,0.0,,,,,,,call
1528,452219,,299,,5,,0,0,1,2017-06-01 13:24:20,8697388555,,15.0,,,,,,,Email
1529,630038,,299,,5,,0,0,9,2013-09-07 19:07:29,6884686787,,5.5,,,,,,,WhatsApp
1530,185666,,999,,15,,90,50,9,2016-10-12 00:34:57,3396588363,,5.5,,,,,,,WhatsApp
1531,368268,,1299,,20,,150,100,8,2018-10-23 02:17:28,6343867649,,21.0,,,,,,,Email
1532,777693,,199,,3,,0,0,5,2007-05-23 05:15:46,5639977849,,5.5,,,,,,,Email
1533,782876,,999,,15,,90,50,4,2019-12-13 06:07:50,6578776358,,15.0,,,,,,,call
1534,758077,,1499,,27,,250,150,5,2013-08-04 08:28:30,6894675894,,5.5,,,,,,,call
1535,491146,,299,,5,,0,0,2,2010-01-06 18:25:23,5499887658,,7.5,,,,,,,WhatsApp
1536,949495,,299,,5,,0,0,1,2019-02-24 00:16:21,5745977734,,0.0,,,,,,,call
1537,585214,,1499,,27,,250,150,6,2008-05-09 06:59:21,4768356735,,21.0,,,,,,,Email
1538,754244,,999,,15,,90,50,1,2005-04-08 12:11:55,7494398994,,21.0,,,,,,,call
1539,213644,,1299,,20,,150,100,10,2020-12-19 08:19:13,6465974946,,5.5,,,,,,,WhatsApp
1540,132353,,299,,5,,0,0,7,2018-08-10 11:16:52,5786977787,,15.0,,,,,,,Email
1541,847868,,1499,,27,,250,150,3,2007-06-07 03:17:09,5868469966,,21.0,,,,,,,Email
1542,782546,,299,,5,,0,0,6,2013-02-23 07:05:55,8364465897,,5.5,,,,,,,WhatsApp
1543,501232,,999,,15,,90,50,1,2018-04-04 07:21:11,9744668465,,15.0,,,,,,,call
1544,368587,,499,,8,,0,0,1,2012-05-12 02:17:16,6865399783,,3.5,,,,,,,call
1545,262358,,1299,,20,,150,100,9,2019-04-27 07:09:04,7868349697,,21.0,,,,,,,call
1546,429982,,199,,3,,0,0,8,2008-11-08 09:57:00,6995339397,,15.0,,,,,,,WhatsApp
1547,129394,,199,,3,,0,0,8,2007-09-14 04:35:06,4599658488,,4.6,,,,,,,Email
1548,486091,,999,,15,,90,50,6,2008-02-19 22:44:43,9783359659,,21.0,,,,,,,WhatsApp
1549,473881,,299,,5,,0,0,4,2009-10-01 12:58:13,9569544563,,3.5,,,,,,,call
1550,153656,,1299,,20,,150,100,10,2019-12-21 08:01:38,4653565698,,7.5,,,,,,,call
1551,176681,,1299,,20,,150,100,4,2012-05-29 13:06:05,3868577786,,4.6,,,,,,,call
1552,475741,,999,,15,,90,50,8,2014-06-04 15:40:31,8766884956,,21.0,,,,,,,Email
1553,875483,,1299,,20,,150,100,7,2018-10-22 06:00:07,5448654397,,0.0,,,,,,,call
1554,550745,,199,,3,,0,0,5,2001-02-18 11:05:46,4453995649,,21.0,,,,,,,call
1555,808410,,999,,15,,90,50,3,2003-08-10 16:37:20,5745355773,,0.0,,,,,,,WhatsApp
1556,801994,,199,,3,,0,0,2,2009-03-04 03:51:41,4444567859,,5.5,,,,,,,call
1557,319275,,1299,,20,,150,100,9,2007-06-24 02:14:16,6888487676,,3.5,,,,,,,Email
1558,499177,,1299,,20,,150,100,9,2005-11-10 10:01:00,5433555333,,21.0,,,,,,,WhatsApp
1559,941680,,299,,5,,0,0,7,2000-10-07 04:54:15,3965765698,,0.0,,,,,,,call
1560,850517,,1299,,20,,150,100,10,2019-06-18 20:28:19,3355635337,,15.0,,,,,,,call
1561,686008,,199,,3,,0,0,9,2009-10-18 06:36:17,7475954596,,15.0,,,,,,,Email
1562,737595,,299,,5,,0,0,10,2009-02-05 21:15:35,3689873958,,10.0,,,,,,,Email
1563,965472,,299,,5,,0,0,8,2013-10-08 05:31:23,9545873776,,10.0,,,,,,,call
1564,798663,,1299,,20,,150,100,4,2006-09-22 18:06:16,8578448855,,15.0,,,,,,,Email
1565,932967,,499,,8,,0,0,10,2001-10-16 19:52:27,5548657387,,0.0,,,,,,,Email
1566,789520,,1499,,27,,250,150,4,2004-12-01 06:10:10,5765693985,,7.5,,,,,,,Email
1567,380850,,699,,12,,50,30,5,2017-02-22 16:50:39,5986969569,,10.0,,,,,,,call
1568,830153,,1499,,27,,250,150,5,2009-12-29 12:49:30,9357997677,,3.5,,,,,,,WhatsApp
1569,391046,,199,,3,,0,0,6,2007-10-14 00:24:05,4576385359,,0.0,,,,,,,call
1570,247431,,699,,12,,50,30,10,2019-02-07 19:34:07,3746853836,,21.0,,,,,,,Email
1571,658506,,299,,5,,0,0,6,2007-09-30 09:46:49,3335794675,,5.5,,,,,,,Email
1572,926066,,699,,12,,50,30,10,2002-12-29 12:29:07,8439455786,,3.5,,,,,,,call
1573,986883,,999,,15,,90,50,4,2013-11-25 06:39:51,8394449745,,7.5,,,,,,,Email
1574,414269,,699,,12,,50,30,5,2015-05-27 05:08:56,5445556558,,7.5,,,,,,,WhatsApp
1575,440048,,199,,3,,0,0,8,2017-12-26 05:03:17,3898577964,,21.0,,,,,,,Email
1576,630902,,499,,8,,0,0,7,2002-05-22 10:29:10,9934535559,,4.6,,,,,,,WhatsApp
1577,922827,,999,,15,,90,50,8,2014-09-11 00:03:17,3654453887,,15.0,,,,,,,Email
1578,525640,,499,,8,,0,0,7,2005-09-01 05:39:02,9399979499,,7.5,,,,,,,WhatsApp
1579,252464,,1499,,27,,250,150,4,2010-12-26 12:38:23,8844485833,,15.0,,,,,,,WhatsApp
1580,619739,,999,,15,,90,50,3,2012-02-23 02:33:58,6569334975,,0.0,,,,,,,WhatsApp
1581,504246,,499,,8,,0,0,7,2013-12-06 04:47:04,8788465768,,15.0,,,,,,,Email
1582,352929,,499,,8,,0,0,8,2018-05-07 04:31:57,4436684348,,0.0,,,,,,,Email
1583,997958,,1499,,27,,250,150,3,2000-03-30 05:15:54,5883358778,,7.5,,,,,,,Email
1584,343761,,1299,,20,,150,100,3,2007-07-11 10:49:09,9693346689,,21.0,,,,,,,Email
1585,958855,,499,,8,,0,0,8,2019-11-11 12:47:06,4966363448,,3.5,,,,,,,WhatsApp
1586,688086,,1299,,20,,150,100,7,2020-08-29 22:32:02,4956967477,,4.6,,,,,,,Email
1587,973407,,199,,3,,0,0,10,2014-10-01 00:47:47,7953943577,,0.0,,,,,,,Email
1588,279417,,499,,8,,0,0,2,2000-08-30 19:34:30,4849883946,,4.6,,,,,,,WhatsApp
1589,657214,,199,,3,,0,0,1,2012-02-27 05:35:41,9899746638,,7.5,,,,,,,WhatsApp
1590,146088,,299,,5,,0,0,2,2012-02-27 10:28:53,4893686538,,5.5,,,,,,,WhatsApp
1591,194507,,1499,,27,,250,150,3,2004-03-12 22:06:31,6698467949,,3.5,,,,,,,WhatsApp
1592,931627,,499,,8,,0,0,7,2002-11-08 11:03:50,5896933896,,3.5,,,,,,,Email
1593,410219,,1499,,27,,250,150,5,2021-07-15 19:32:43,9883746983,,7.5,,,,,,,WhatsApp
1594,456922,,299,,5,,0,0,2,2012-11-02 12:14:41,7776373645,,7.5,,,,,,,WhatsApp
1595,507496,,199,,3,,0,0,2,2003-10-07 14:09:15,9488548383,,4.6,,,,,,,Email
1596,591625,,199,,3,,0,0,6,2018-01-24 13:20:18,6688976957,,4.6,,,,,,,Email
1597,699659,,1499,,27,,250,150,10,2002-10-02 21:13:55,9853434693,,7.5,,,,,,,WhatsApp
1598,708472,,499,,8,,0,0,1,2000-01-04 23:12:07,5966678934,,3.5,,,,,,,WhatsApp
1599,182621,,299,,5,,0,0,1,2010-11-17 03:20:58,5399857797,,5.5,,,,,,,call
1600,747185,,1499,,27,,250,150,8,2000-02-15 13:26:08,7935363334,,15.0,,,,,,,call
1601,833046,,699,,12,,50,30,1,2005-08-26 16:30:54,6773387389,,15.0,,,,,,,call
1602,699529,,1299,,20,,150,100,2,2002-01-23 02:25:19,6877673954,,10.0,,,,,,,call
1603,611389,,1299,,20,,150,100,1,2013-03-23 18:50:07,4355477379,,10.0,,,,,,,call
1604,375972,,699,,12,,50,30,5,2001-07-23 04:02:05,3856754357,,7.5,,,,,,,WhatsApp
1605,466234,,199,,3,,0,0,9,2004-06-22 08:42:10,7588564843,,10.0,,,,,,,WhatsApp
1606,518937,,499,,8,,0,0,2,2010-10-27 13:24:54,4594767977,,15.0,,,,,,,call
1607,179370,,1299,,20,,150,100,2,2005-07-21 00:44:24,6486643966,,4.6,,,,,,,Email
1608,536768,,699,,12,,50,30,2,2017-12-22 00:19:15,9944997484,,4.6,,,,,,,WhatsApp
1609,638456,,1299,,20,,150,100,1,2011-09-19 16:49:27,5733693556,,15.0,,,,,,,call
1610,801477,,999,,15,,90,50,1,2020-11-02 06:10:03,5936577594,,7.5,,,,,,,Email
1611,718942,,299,,5,,0,0,1,2008-01-08 08:45:46,9768389457,,3.5,,,,,,,call
1612,755659,,699,,12,,50,30,5,2019-10-21 10:32:06,9756638385,,15.0,,,,,,,WhatsApp
